Episodes,Success,Mean Reward,Mean Collision,Epsilon,Mean Value,Mean Loss
118.000000,0.030000,-96.795990,0.970000,0.954880,-3.906183,150.590759
119.000000,0.030000,-96.777985,0.970000,0.954750,-4.725797,154.203766
120.000000,0.030000,-96.767990,0.970000,0.954550,-4.862385,152.716553
121.000000,0.030000,-96.810989,0.970000,0.953310,-5.060530,153.452286
122.000000,0.030000,-96.805984,0.970000,0.952600,-3.827409,157.481094
123.000000,0.030000,-96.901985,0.970000,0.951530,-4.097066,157.535538
124.000000,0.030000,-96.900986,0.970000,0.951330,-3.961893,152.474548
125.000000,0.020000,-98.892990,0.980000,0.951180,-3.961893,153.672455
126.000000,0.030000,-96.840988,0.970000,0.951130,-3.961893,154.345947
127.000000,0.030000,-96.835983,0.970000,0.950720,-3.892881,157.283585
128.000000,0.030000,-96.901993,0.970000,0.950120,-3.600766,158.186295
129.000000,0.030000,-96.828987,0.970000,0.949850,-3.600766,160.552261
130.000000,0.030000,-96.836990,0.970000,0.949710,-2.872949,160.913589
131.000000,0.030000,-96.769989,0.970000,0.949110,-2.878774,140.762177
132.000000,0.030000,-96.763985,0.970000,0.948430,-2.058746,136.376923
133.000000,0.030000,-96.721992,0.970000,0.948280,-2.328811,145.703064
134.000000,0.030000,-96.760986,0.970000,0.946990,-1.519848,142.840958
135.000000,0.030000,-96.740990,0.970000,0.946800,-1.649496,135.605438
136.000000,0.030000,-96.709991,0.970000,0.946010,-1.685499,142.596710
137.000000,0.030000,-96.749992,0.970000,0.945850,-1.685499,153.800766
138.000000,0.030000,-96.676994,0.970000,0.945690,-1.685499,160.351929
139.000000,0.030000,-96.583984,0.970000,0.945580,-1.685499,162.833557
140.000000,0.030000,-96.567986,0.970000,0.945440,-1.685499,157.814865
141.000000,0.030000,-96.530983,0.970000,0.944640,-1.163345,153.993835
142.000000,0.030000,-96.624992,0.970000,0.943590,-1.998613,160.504944
143.000000,0.020000,-98.623993,0.980000,0.943440,-2.255319,160.521469
144.000000,0.030000,-96.538994,0.970000,0.943120,-2.149680,151.604218
145.000000,0.030000,-96.583992,0.970000,0.942850,-2.199201,150.531403
146.000000,0.030000,-96.627998,0.970000,0.942550,-2.199201,160.995544
147.000000,0.030000,-96.606995,0.970000,0.942310,-1.821206,162.299927
148.000000,0.030000,-96.723991,0.970000,0.940300,-2.590278,163.602661
149.000000,0.030000,-96.696991,0.970000,0.940150,-2.590278,171.051865
150.000000,0.030000,-96.683990,0.970000,0.940020,-2.590278,169.314606
151.000000,0.030000,-96.690002,0.970000,0.939810,-2.741577,177.404739
152.000000,0.030000,-96.731995,0.970000,0.939170,-1.826922,161.842224
153.000000,0.030000,-96.850998,0.970000,0.938160,-1.587819,149.804672
154.000000,0.030000,-96.762985,0.970000,0.937990,-1.642995,148.019867
155.000000,0.030000,-96.781990,0.970000,0.937260,-1.208632,132.210236
156.000000,0.030000,-96.711990,0.970000,0.937110,-2.606457,131.946609
157.000000,0.030000,-96.679993,0.970000,0.936870,-2.834362,141.479050
158.000000,0.030000,-96.683983,0.970000,0.936700,-3.045888,150.202744
159.000000,0.030000,-96.664993,0.970000,0.936340,-3.429195,150.079422
160.000000,0.030000,-96.718987,0.970000,0.935580,-4.049238,133.524887
161.000000,0.030000,-96.728981,0.970000,0.935310,-4.256938,133.815445
162.000000,0.040000,-94.632988,0.960000,0.934590,-4.004617,138.491943
163.000000,0.050000,-92.602989,0.950000,0.934380,-4.004617,136.007767
164.000000,0.050000,-92.605988,0.950000,0.934250,-4.561932,142.813583
165.000000,0.050000,-92.614990,0.950000,0.933490,-4.466552,146.699219
166.000000,0.050000,-92.634987,0.950000,0.933030,-4.448119,144.219131
167.000000,0.050000,-92.625984,0.950000,0.932240,-4.848185,137.471024
168.000000,0.050000,-92.669983,0.950000,0.931700,-4.684519,145.248001
169.000000,0.050000,-92.685989,0.950000,0.930880,-5.275774,141.595108
170.000000,0.050000,-92.704979,0.950000,0.930490,-5.304741,147.218384
171.000000,0.050000,-92.669983,0.950000,0.930320,-5.874072,147.715439
172.000000,0.050000,-92.565979,0.950000,0.930160,-5.874072,146.943832
173.000000,0.050000,-92.585976,0.950000,0.929940,-6.648118,151.498810
174.000000,0.050000,-92.534981,0.950000,0.929810,-7.284956,152.464310
175.000000,0.050000,-92.515984,0.950000,0.929690,-7.413797,153.596619
176.000000,0.050000,-92.538986,0.950000,0.929510,-8.324803,150.320343
177.000000,0.050000,-92.599991,0.950000,0.928100,-7.593070,145.743256
178.000000,0.050000,-92.683983,0.950000,0.927370,-7.709195,138.474060
179.000000,0.050000,-92.634987,0.950000,0.927250,-7.780676,128.247559
180.000000,0.050000,-92.646996,0.950000,0.927030,-7.780676,128.248825
181.000000,0.050000,-92.594994,0.950000,0.926530,-8.418173,134.021576
182.000000,0.050000,-92.592987,0.950000,0.926090,-8.418173,143.247330
183.000000,0.050000,-92.566994,0.950000,0.925840,-8.418173,135.405792
184.000000,0.050000,-92.569992,0.950000,0.925600,-8.546296,130.899734
185.000000,0.050000,-92.621994,0.950000,0.925100,-9.087388,149.363113
186.000000,0.050000,-92.614990,0.950000,0.924990,-9.087388,147.723633
187.000000,0.050000,-92.617989,0.950000,0.924840,-9.329917,146.721848
188.000000,0.050000,-92.655998,0.950000,0.924340,-8.766402,138.521408
189.000000,0.050000,-92.700996,0.950000,0.924030,-8.766402,138.649963
190.000000,0.050000,-92.682999,0.950000,0.923590,-9.374639,137.777054
191.000000,0.050000,-92.652000,0.950000,0.923400,-9.795621,133.778748
192.000000,0.050000,-92.691010,0.950000,0.922920,-9.712093,130.204453
193.000000,0.050000,-92.662994,0.950000,0.922720,-9.745955,125.599167
194.000000,0.050000,-92.625999,0.950000,0.922620,-9.745955,123.904388
195.000000,0.040000,-94.605003,0.960000,0.922000,-8.077446,122.742668
